,0
304,52.780572096958366
305,51.71506296754993
306,50.627200499762296
307,47.885190991914016
308,49.256195745838156
309,47.52753757784685
310,47.33380864522714
311,47.82558208956949
312,46.663208493851194
313,47.162433050986614
314,48.02676213498227
315,48.481280015359296
316,49.10717348997684
317,49.48718024242321
318,50.46327601831484
319,52.40801645730507
320,52.57939205154559
321,51.84918299782512
322,51.007207252208666
323,52.11742305837549
324,52.32605421658134
325,52.13977639675469
326,53.45862336112737
327,52.70606096902771
328,52.594294277131716
329,52.966849916785016
330,53.406465571575914
331,52.10997194558243
332,53.063714383094876
333,53.8907879031252
334,53.63745006816096
335,54.717861423155526
336,54.181381302054774
337,53.525683376264965
338,53.711961196091615
339,52.7731209841653
340,52.82527877371676
341,52.58684316433865
342,53.115872172646334
343,53.63745006816096
344,54.05471238457265
345,54.933943694154436
346,55.33630378498
347,55.91749058283914
348,55.95474614680448
349,55.99945282356287
350,54.74021476153472
351,54.79982366387925
352,55.932392808425284
353,56.148475079424195
354,55.06806372442962
355,55.69395719904717
356,55.65670163508184
357,55.41081491291066
358,55.69395719904717
359,55.07551483722269
360,55.835528342115424
361,55.91003947004608
362,56.93829303548919
363,57.1767286448673
364,57.11711974252277
365,57.5492842845206
366,57.57163762289979
367,58.31674890220639
368,58.21243332310347
369,57.38535980307314
370,57.26614199838409
371,58.13047108237974
372,57.77281766831258
373,57.698306540381914
374,58.36890669175786
375,59.4120624827871
376,60.1124670853353
377,60.06030929578384
378,59.80697146081959
379,60.53718051454006
380,61.483471839259444
381,61.24503622988133
382,61.669749659086094
383,60.917187266986424
384,61.103465086813074
385,60.78306723671123
386,61.21523177870907
387,61.014051733296284
388,61.222682891502124
389,62.444665389564946
390,62.876829931562774
391,62.66819877335693
392,62.12426753946312
393,60.67875165760831
394,60.75326278553897
395,61.08111174843388
396,60.87248059022803
397,59.53128028747615
398,59.702655881716666
399,59.94109149109478
400,59.2779424525119
401,59.81442257361266
402,59.40461136999403
403,59.45676915954549
404,58.950093489617004
405,59.583438077027616
406,59.739911445682
407,60.41051159705793
408,60.29129379236888
409,60.55208274012619
410,60.47757161219553
411,59.28539356530497
412,56.47632404231909
413,57.03515750179904
414,57.41516425424541
415,57.36300646469395
416,55.59709273273731
417,53.37666112040365
418,53.19783441337006
419,53.38411223319671
420,51.94604746413498
421,52.70606096902771
422,53.719412308884685
423,53.25744331571459
424,53.23508997733539
425,51.61819850124007
426,52.54958760037332
427,52.616647615510914
428,52.22173863747842
429,53.652352293747086
430,53.562938940230296
431,55.902588357253016
432,56.25279065852712
433,56.53593294466362
434,56.461421816732965
435,57.608893186865124
436,57.616344299658195
437,56.88613524593773
438,57.41516425424541
439,55.24689043146321
440,56.03670838752821
441,56.25279065852712
442,56.41671513997457
443,58.43596670689545
444,58.175177759138144
445,58.21988443589654
446,57.705757653174985
447,56.31985067366471
448,55.619446071116506
449,54.56138805450114
450,54.814725889465386
451,55.15002596515335
452,55.679054973461035
453,55.17237930353255
454,55.15747707794642
455,55.276694882635475
456,55.88023501887382
457,56.76691744124867
458,57.1320219681089
459,53.48842781229963
460,55.001003709292036
461,54.22608797881317
462,53.45862336112737
463,51.625649614033144
464,52.713512081820774
465,54.06216349736572
466,54.486876926570474
467,56.02925727473514
468,54.620996956845666
469,54.13667462529637
470,54.37511023467449
471,55.42571713849679
